,cbsa,cbsa_short,report_date,weekday,Cases_7_day_count_change,cases_100k,admissions_covid_confirmed_last_7_days,admits_100k,state,lat,lon,total_population_2019
4,"Aberdeen, SD","Aberdeen, SD",2021-01-06,Wednesday,0.0,0.0,12.0,28.124121121214962,SD,45.5194353,-98.7007003,42668.0
11,"Aberdeen, SD","Aberdeen, SD",2021-01-13,Wednesday,0.0,0.0,8.0,18.749414080809974,SD,45.5194353,-98.7007003,42668.0
18,"Aberdeen, SD","Aberdeen, SD",2021-01-20,Wednesday,0.0,0.0,8.0,18.749414080809974,SD,45.5194353,-98.7007003,42668.0
25,"Aberdeen, SD","Aberdeen, SD",2021-01-27,Wednesday,0.0,0.0,4.0,9.374707040404987,SD,45.5194353,-98.7007003,42668.0
32,"Aberdeen, SD","Aberdeen, SD",2021-02-03,Wednesday,0.0,0.0,13.0,30.46779788131621,SD,45.5194353,-98.7007003,42668.0
39,"Aberdeen, SD","Aberdeen, SD",2021-02-10,Wednesday,0.0,0.0,3.0,7.0310302803037406,SD,45.5194353,-98.7007003,42668.0
46,"Aberdeen, SD","Aberdeen, SD",2021-02-17,Wednesday,0.0,0.0,1.0,2.3436767601012467,SD,45.5194353,-98.7007003,42668.0
53,"Aberdeen, SD","Aberdeen, SD",2021-02-24,Wednesday,0.0,0.0,2.0,4.687353520202493,SD,45.5194353,-98.7007003,42668.0
60,"Aberdeen, SD","Aberdeen, SD",2021-03-03,Wednesday,0.0,0.0,0.0,0.0,SD,45.5194353,-98.7007003,42668.0
67,"Aberdeen, SD","Aberdeen, SD",2021-03-10,Wednesday,0.0,0.0,3.0,7.0310302803037406,SD,45.5194353,-98.7007003,42668.0
74,"Aberdeen, SD","Aberdeen, SD",2021-03-17,Wednesday,0.0,0.0,1.0,2.3436767601012467,SD,45.5194353,-98.7007003,42668.0
81,"Aberdeen, SD","Aberdeen, SD",2021-03-24,Wednesday,0.0,0.0,3.0,7.0310302803037406,SD,45.5194353,-98.7007003,42668.0
88,"Aberdeen, SD","Aberdeen, SD",2021-03-31,Wednesday,0.0,0.0,3.0,7.0310302803037406,SD,45.5194353,-98.7007003,42668.0
95,"Aberdeen, SD","Aberdeen, SD",2021-04-07,Wednesday,0.0,0.0,2.0,4.687353520202493,SD,45.5194353,-98.7007003,42668.0
102,"Aberdeen, SD","Aberdeen, SD",2021-04-14,Wednesday,0.0,0.0,1.0,2.3436767601012467,SD,45.5194353,-98.7007003,42668.0
109,"Aberdeen, SD","Aberdeen, SD",2021-04-21,Wednesday,0.0,0.0,7.0,16.405737320708727,SD,45.5194353,-98.7007003,42668.0
116,"Aberdeen, SD","Aberdeen, SD",2021-04-28,Wednesday,0.0,0.0,4.0,9.374707040404987,SD,45.5194353,-98.7007003,42668.0
123,"Aberdeen, SD","Aberdeen, SD",2021-05-05,Wednesday,0.0,0.0,8.0,18.749414080809974,SD,45.5194353,-98.7007003,42668.0
130,"Aberdeen, SD","Aberdeen, SD",2021-05-12,Wednesday,0.0,0.0,2.0,4.687353520202493,SD,45.5194353,-98.7007003,42668.0
137,"Aberdeen, SD","Aberdeen, SD",2021-05-19,Wednesday,0.0,0.0,0.0,0.0,SD,45.5194353,-98.7007003,42668.0
144,"Aberdeen, SD","Aberdeen, SD",2021-05-26,Wednesday,0.0,0.0,2.0,4.687353520202493,SD,45.5194353,-98.7007003,42668.0
151,"Aberdeen, SD","Aberdeen, SD",2021-06-02,Wednesday,0.0,0.0,0.0,0.0,SD,45.5194353,-98.7007003,42668.0
158,"Aberdeen, SD","Aberdeen, SD",2021-06-09,Wednesday,0.0,0.0,1.0,2.3436767601012467,SD,45.5194353,-98.7007003,42668.0
165,"Aberdeen, SD","Aberdeen, SD",2021-06-16,Wednesday,0.0,0.0,0.0,0.0,SD,45.5194353,-98.7007003,42668.0
172,"Aberdeen, SD","Aberdeen, SD",2021-06-23,Wednesday,0.0,0.0,1.0,2.3436767601012467,SD,45.5194353,-98.7007003,42668.0
179,"Aberdeen, SD","Aberdeen, SD",2021-06-30,Wednesday,0.0,0.0,0.0,0.0,SD,45.5194353,-98.7007003,42668.0
186,"Aberdeen, SD","Aberdeen, SD",2021-07-07,Wednesday,0.0,0.0,1.0,2.3436767601012467,SD,45.5194353,-98.7007003,42668.0
193,"Aberdeen, SD","Aberdeen, SD",2021-07-14,Wednesday,0.0,0.0,0.0,0.0,SD,45.5194353,-98.7007003,42668.0
200,"Aberdeen, SD","Aberdeen, SD",2021-07-21,Wednesday,0.0,0.0,3.0,7.0310302803037406,SD,45.5194353,-98.7007003,42668.0
207,"Aberdeen, SD","Aberdeen, SD",2021-07-28,Wednesday,0.0,0.0,0.0,0.0,SD,45.5194353,-98.7007003,42668.0
214,"Aberdeen, SD","Aberdeen, SD",2021-08-04,Wednesday,0.0,0.0,0.0,0.0,SD,45.5194353,-98.7007003,42668.0
219,"Aberdeen, WA","Aberdeen, WA",2021-01-06,Wednesday,0.0,0.0,4.0,5.328999080747659,WA,47.1137324,-123.8267349,75061.0
226,"Aberdeen, WA","Aberdeen, WA",2021-01-13,Wednesday,0.0,0.0,2.0,2.6644995403738294,WA,47.1137324,-123.8267349,75061.0
233,"Aberdeen, WA","Aberdeen, WA",2021-01-20,Wednesday,0.0,0.0,2.0,2.6644995403738294,WA,47.1137324,-123.8267349,75061.0
240,"Aberdeen, WA","Aberdeen, WA",2021-01-27,Wednesday,0.0,0.0,2.0,2.6644995403738294,WA,47.1137324,-123.8267349,75061.0
247,"Aberdeen, WA","Aberdeen, WA",2021-02-03,Wednesday,0.0,0.0,1.0,1.3322497701869147,WA,47.1137324,-123.8267349,75061.0
254,"Aberdeen, WA","Aberdeen, WA",2021-02-10,Wednesday,0.0,0.0,2.0,2.6644995403738294,WA,47.1137324,-123.8267349,75061.0
261,"Aberdeen, WA","Aberdeen, WA",2021-02-17,Wednesday,0.0,0.0,4.0,5.328999080747659,WA,47.1137324,-123.8267349,75061.0
268,"Aberdeen, WA","Aberdeen, WA",2021-02-24,Wednesday,0.0,0.0,3.0,3.996749310560744,WA,47.1137324,-123.8267349,75061.0
275,"Aberdeen, WA","Aberdeen, WA",2021-03-03,Wednesday,0.0,0.0,2.0,2.6644995403738294,WA,47.1137324,-123.8267349,75061.0
282,"Aberdeen, WA","Aberdeen, WA",2021-03-10,Wednesday,0.0,0.0,2.0,2.6644995403738294,WA,47.1137324,-123.8267349,75061.0
289,"Aberdeen, WA","Aberdeen, WA",2021-03-17,Wednesday,0.0,0.0,0.0,0.0,WA,47.1137324,-123.8267349,75061.0
296,"Aberdeen, WA","Aberdeen, WA",2021-03-24,Wednesday,0.0,0.0,2.0,2.6644995403738294,WA,47.1137324,-123.8267349,75061.0
303,"Aberdeen, WA","Aberdeen, WA",2021-03-31,Wednesday,0.0,0.0,3.0,3.996749310560744,WA,47.1137324,-123.8267349,75061.0
310,"Aberdeen, WA","Aberdeen, WA",2021-04-07,Wednesday,0.0,0.0,1.0,1.3322497701869147,WA,47.1137324,-123.8267349,75061.0
317,"Aberdeen, WA","Aberdeen, WA",2021-04-14,Wednesday,0.0,0.0,1.0,1.3322497701869147,WA,47.1137324,-123.8267349,75061.0
324,"Aberdeen, WA","Aberdeen, WA",2021-04-21,Wednesday,0.0,0.0,0.0,0.0,WA,47.1137324,-123.8267349,75061.0
331,"Aberdeen, WA","Aberdeen, WA",2021-04-28,Wednesday,0.0,0.0,3.0,3.996749310560744,WA,47.1137324,-123.8267349,75061.0
338,"Aberdeen, WA","Aberdeen, WA",2021-05-05,Wednesday,0.0,0.0,12.0,15.986997242242976,WA,47.1137324,-123.8267349,75061.0
345,"Aberdeen, WA","Aberdeen, WA",2021-05-12,Wednesday,0.0,0.0,0.0,0.0,WA,47.1137324,-123.8267349,75061.0
352,"Aberdeen, WA","Aberdeen, WA",2021-05-19,Wednesday,0.0,0.0,15.0,19.98374655280372,WA,47.1137324,-123.8267349,75061.0
359,"Aberdeen, WA","Aberdeen, WA",2021-05-26,Wednesday,0.0,0.0,22.0,29.30949494411212,WA,47.1137324,-123.8267349,75061.0
366,"Aberdeen, WA","Aberdeen, WA",2021-06-02,Wednesday,0.0,0.0,20.0,26.644995403738292,WA,47.1137324,-123.8267349,75061.0
373,"Aberdeen, WA","Aberdeen, WA",2021-06-09,Wednesday,101.0,134.55722678887838,7.0,9.325748391308403,WA,47.1137324,-123.8267349,75061.0
380,"Aberdeen, WA","Aberdeen, WA",2021-06-16,Wednesday,45.0,59.95123965841116,4.0,5.328999080747659,WA,47.1137324,-123.8267349,75061.0
387,"Aberdeen, WA","Aberdeen, WA",2021-06-23,Wednesday,30.0,39.96749310560744,6.0,7.993498621121488,WA,47.1137324,-123.8267349,75061.0
394,"Aberdeen, WA","Aberdeen, WA",2021-06-30,Wednesday,26.0,34.63849402485978,0.0,0.0,WA,47.1137324,-123.8267349,75061.0
401,"Aberdeen, WA","Aberdeen, WA",2021-07-07,Wednesday,0.0,0.0,4.0,5.328999080747659,WA,47.1137324,-123.8267349,75061.0
408,"Aberdeen, WA","Aberdeen, WA",2021-07-14,Wednesday,53.0,70.60923781990648,0.0,0.0,WA,47.1137324,-123.8267349,75061.0
415,"Aberdeen, WA","Aberdeen, WA",2021-07-21,Wednesday,44.0,58.61898988822424,7.0,9.325748391308403,WA,47.1137324,-123.8267349,75061.0
422,"Aberdeen, WA","Aberdeen, WA",2021-07-28,Wednesday,75.0,99.9187327640186,2.0,2.6644995403738294,WA,47.1137324,-123.8267349,75061.0
429,"Aberdeen, WA","Aberdeen, WA",2021-08-04,Wednesday,106.0,141.21847563981297,5.0,6.661248850934573,WA,47.1137324,-123.8267349,75061.0
434,"Abilene, TX","Abilene, TX",2021-01-06,Wednesday,0.0,0.0,89.0,51.72614204347321,TX,32.4520222,-99.7187428,172060.0
441,"Abilene, TX","Abilene, TX",2021-01-13,Wednesday,0.0,0.0,101.0,58.70045333023364,TX,32.4520222,-99.7187428,172060.0
448,"Abilene, TX","Abilene, TX",2021-01-20,Wednesday,0.0,0.0,88.0,51.144949436243174,TX,32.4520222,-99.7187428,172060.0
455,"Abilene, TX","Abilene, TX",2021-01-27,Wednesday,0.0,0.0,76.0,44.17063814948274,TX,32.4520222,-99.7187428,172060.0
462,"Abilene, TX","Abilene, TX",2021-02-03,Wednesday,0.0,0.0,54.0,31.384400790421946,TX,32.4520222,-99.7187428,172060.0
469,"Abilene, TX","Abilene, TX",2021-02-10,Wednesday,0.0,0.0,39.0,22.666511681971407,TX,32.4520222,-99.7187428,172060.0
476,"Abilene, TX","Abilene, TX",2021-02-17,Wednesday,0.0,0.0,26.0,15.111007787980938,TX,32.4520222,-99.7187428,172060.0
483,"Abilene, TX","Abilene, TX",2021-02-24,Wednesday,0.0,0.0,35.0,20.34174125305126,TX,32.4520222,-99.7187428,172060.0
490,"Abilene, TX","Abilene, TX",2021-03-03,Wednesday,0.0,0.0,21.0,12.205044751830757,TX,32.4520222,-99.7187428,172060.0
497,"Abilene, TX","Abilene, TX",2021-03-10,Wednesday,0.0,0.0,14.0,8.136696501220506,TX,32.4520222,-99.7187428,172060.0
504,"Abilene, TX","Abilene, TX",2021-03-17,Wednesday,0.0,0.0,25.0,14.529815180750902,TX,32.4520222,-99.7187428,172060.0
511,"Abilene, TX","Abilene, TX",2021-03-24,Wednesday,0.0,0.0,19.0,11.042659537370685,TX,32.4520222,-99.7187428,172060.0
518,"Abilene, TX","Abilene, TX",2021-03-31,Wednesday,0.0,0.0,8.0,4.649540857840289,TX,32.4520222,-99.7187428,172060.0
525,"Abilene, TX","Abilene, TX",2021-04-07,Wednesday,0.0,0.0,18.0,10.461466930140649,TX,32.4520222,-99.7187428,172060.0
532,"Abilene, TX","Abilene, TX",2021-04-14,Wednesday,0.0,0.0,20.0,11.623852144600722,TX,32.4520222,-99.7187428,172060.0
539,"Abilene, TX","Abilene, TX",2021-04-21,Wednesday,0.0,0.0,16.0,9.299081715680577,TX,32.4520222,-99.7187428,172060.0
546,"Abilene, TX","Abilene, TX",2021-04-28,Wednesday,0.0,0.0,22.0,12.786237359060793,TX,32.4520222,-99.7187428,172060.0
553,"Abilene, TX","Abilene, TX",2021-05-05,Wednesday,0.0,0.0,21.0,12.205044751830757,TX,32.4520222,-99.7187428,172060.0
560,"Abilene, TX","Abilene, TX",2021-05-12,Wednesday,0.0,0.0,20.0,11.623852144600722,TX,32.4520222,-99.7187428,172060.0
567,"Abilene, TX","Abilene, TX",2021-05-19,Wednesday,0.0,0.0,15.0,8.71788910845054,TX,32.4520222,-99.7187428,172060.0
574,"Abilene, TX","Abilene, TX",2021-05-26,Wednesday,0.0,0.0,8.0,4.649540857840289,TX,32.4520222,-99.7187428,172060.0
581,"Abilene, TX","Abilene, TX",2021-06-02,Wednesday,0.0,0.0,11.0,6.393118679530397,TX,32.4520222,-99.7187428,172060.0
588,"Abilene, TX","Abilene, TX",2021-06-09,Wednesday,31.0,18.016970824131118,8.0,4.649540857840289,TX,32.4520222,-99.7187428,172060.0
595,"Abilene, TX","Abilene, TX",2021-06-16,Wednesday,28.0,16.27339300244101,10.0,5.811926072300361,TX,32.4520222,-99.7187428,172060.0
602,"Abilene, TX","Abilene, TX",2021-06-23,Wednesday,22.0,12.786237359060793,12.0,6.974311286760432,TX,32.4520222,-99.7187428,172060.0
609,"Abilene, TX","Abilene, TX",2021-06-30,Wednesday,24.0,13.948622573520865,8.0,4.649540857840289,TX,32.4520222,-99.7187428,172060.0
616,"Abilene, TX","Abilene, TX",2021-07-07,Wednesday,33.0,19.17935603859119,17.0,9.880274322910614,TX,32.4520222,-99.7187428,172060.0
623,"Abilene, TX","Abilene, TX",2021-07-14,Wednesday,23.0,13.36742996629083,18.0,10.461466930140649,TX,32.4520222,-99.7187428,172060.0
630,"Abilene, TX","Abilene, TX",2021-07-21,Wednesday,65.0,37.777519469952345,22.0,12.786237359060793,TX,32.4520222,-99.7187428,172060.0
637,"Abilene, TX","Abilene, TX",2021-07-28,Wednesday,158.0,91.8284319423457,34.0,19.760548645821228,TX,32.4520222,-99.7187428,172060.0
644,"Abilene, TX","Abilene, TX",2021-08-04,Wednesday,318.0,184.81924909915148,48.0,27.89724514704173,TX,32.4520222,-99.7187428,172060.0
649,"Ada, OK","Ada, OK",2021-01-06,Wednesday,0.0,0.0,47.0,122.76669104586772,OK,34.7214461,-96.691971,38284.0
656,"Ada, OK","Ada, OK",2021-01-13,Wednesday,0.0,0.0,53.0,138.43903458363806,OK,34.7214461,-96.691971,38284.0
663,"Ada, OK","Ada, OK",2021-01-20,Wednesday,0.0,0.0,45.0,117.54257653327761,OK,34.7214461,-96.691971,38284.0
670,"Ada, OK","Ada, OK",2021-01-27,Wednesday,0.0,0.0,25.0,65.30143140737644,OK,34.7214461,-96.691971,38284.0
677,"Ada, OK","Ada, OK",2021-02-03,Wednesday,0.0,0.0,30.0,78.36171768885174,OK,34.7214461,-96.691971,38284.0
684,"Ada, OK","Ada, OK",2021-02-10,Wednesday,0.0,0.0,27.0,70.52554591996656,OK,34.7214461,-96.691971,38284.0
691,"Ada, OK","Ada, OK",2021-02-17,Wednesday,0.0,0.0,21.0,54.853202382196216,OK,34.7214461,-96.691971,38284.0
698,"Ada, OK","Ada, OK",2021-02-24,Wednesday,0.0,0.0,11.0,28.732629819245638,OK,34.7214461,-96.691971,38284.0
705,"Ada, OK","Ada, OK",2021-03-03,Wednesday,0.0,0.0,15.0,39.18085884442587,OK,34.7214461,-96.691971,38284.0
712,"Ada, OK","Ada, OK",2021-03-10,Wednesday,0.0,0.0,14.0,36.56880158813081,OK,34.7214461,-96.691971,38284.0
719,"Ada, OK","Ada, OK",2021-03-17,Wednesday,0.0,0.0,6.0,15.672343537770347,OK,34.7214461,-96.691971,38284.0
726,"Ada, OK","Ada, OK",2021-03-24,Wednesday,0.0,0.0,11.0,28.732629819245638,OK,34.7214461,-96.691971,38284.0
733,"Ada, OK","Ada, OK",2021-03-31,Wednesday,0.0,0.0,3.0,7.8361717688851735,OK,34.7214461,-96.691971,38284.0
740,"Ada, OK","Ada, OK",2021-04-07,Wednesday,0.0,0.0,10.0,26.120572562950578,OK,34.7214461,-96.691971,38284.0
747,"Ada, OK","Ada, OK",2021-04-14,Wednesday,0.0,0.0,5.0,13.060286281475289,OK,34.7214461,-96.691971,38284.0
754,"Ada, OK","Ada, OK",2021-04-21,Wednesday,0.0,0.0,3.0,7.8361717688851735,OK,34.7214461,-96.691971,38284.0
761,"Ada, OK","Ada, OK",2021-04-28,Wednesday,0.0,0.0,6.0,15.672343537770347,OK,34.7214461,-96.691971,38284.0
768,"Ada, OK","Ada, OK",2021-05-05,Wednesday,0.0,0.0,4.0,10.44822902518023,OK,34.7214461,-96.691971,38284.0
775,"Ada, OK","Ada, OK",2021-05-12,Wednesday,0.0,0.0,3.0,7.8361717688851735,OK,34.7214461,-96.691971,38284.0
782,"Ada, OK","Ada, OK",2021-05-19,Wednesday,0.0,0.0,3.0,7.8361717688851735,OK,34.7214461,-96.691971,38284.0
789,"Ada, OK","Ada, OK",2021-05-26,Wednesday,0.0,0.0,2.0,5.224114512590115,OK,34.7214461,-96.691971,38284.0
796,"Ada, OK","Ada, OK",2021-06-02,Wednesday,0.0,0.0,3.0,7.8361717688851735,OK,34.7214461,-96.691971,38284.0
803,"Ada, OK","Ada, OK",2021-06-09,Wednesday,0.0,0.0,4.0,10.44822902518023,OK,34.7214461,-96.691971,38284.0
810,"Ada, OK","Ada, OK",2021-06-16,Wednesday,0.0,0.0,3.0,7.8361717688851735,OK,34.7214461,-96.691971,38284.0
817,"Ada, OK","Ada, OK",2021-06-23,Wednesday,0.0,0.0,3.0,7.8361717688851735,OK,34.7214461,-96.691971,38284.0
824,"Ada, OK","Ada, OK",2021-06-30,Wednesday,0.0,0.0,5.0,13.060286281475289,OK,34.7214461,-96.691971,38284.0
831,"Ada, OK","Ada, OK",2021-07-07,Wednesday,0.0,0.0,1.0,2.6120572562950577,OK,34.7214461,-96.691971,38284.0
838,"Ada, OK","Ada, OK",2021-07-14,Wednesday,15.0,39.18085884442587,8.0,20.89645805036046,OK,34.7214461,-96.691971,38284.0
845,"Ada, OK","Ada, OK",2021-07-21,Wednesday,16.0,41.79291610072092,6.0,15.672343537770347,OK,34.7214461,-96.691971,38284.0
852,"Ada, OK","Ada, OK",2021-07-28,Wednesday,38.0,99.2581757392122,16.0,41.79291610072092,OK,34.7214461,-96.691971,38284.0
859,"Ada, OK","Ada, OK",2021-08-04,Wednesday,53.0,138.43903458363806,20.0,52.241145125901156,OK,34.7214461,-96.691971,38284.0
864,"Adrian, MI","Adrian, MI",2021-01-06,Wednesday,0.0,0.0,19.0,19.298940589734997,MI,41.8960225,-84.0743563,98451.0
871,"Adrian, MI","Adrian, MI",2021-01-13,Wednesday,0.0,0.0,18.0,18.283206874485785,MI,41.8960225,-84.0743563,98451.0
878,"Adrian, MI","Adrian, MI",2021-01-20,Wednesday,0.0,0.0,14.0,14.220272013488945,MI,41.8960225,-84.0743563,98451.0
885,"Adrian, MI","Adrian, MI",2021-01-27,Wednesday,0.0,0.0,15.0,15.236005728738155,MI,41.8960225,-84.0743563,98451.0
892,"Adrian, MI","Adrian, MI",2021-02-03,Wednesday,0.0,0.0,18.0,18.283206874485785,MI,41.8960225,-84.0743563,98451.0
899,"Adrian, MI","Adrian, MI",2021-02-10,Wednesday,0.0,0.0,10.0,10.157337152492103,MI,41.8960225,-84.0743563,98451.0
906,"Adrian, MI","Adrian, MI",2021-02-17,Wednesday,0.0,0.0,10.0,10.157337152492103,MI,41.8960225,-84.0743563,98451.0
913,"Adrian, MI","Adrian, MI",2021-02-24,Wednesday,0.0,0.0,9.0,9.141603437242892,MI,41.8960225,-84.0743563,98451.0
920,"Adrian, MI","Adrian, MI",2021-03-03,Wednesday,0.0,0.0,5.0,5.078668576246051,MI,41.8960225,-84.0743563,98451.0
927,"Adrian, MI","Adrian, MI",2021-03-10,Wednesday,0.0,0.0,7.0,7.110136006744472,MI,41.8960225,-84.0743563,98451.0
934,"Adrian, MI","Adrian, MI",2021-03-17,Wednesday,0.0,0.0,10.0,10.157337152492103,MI,41.8960225,-84.0743563,98451.0
941,"Adrian, MI","Adrian, MI",2021-03-24,Wednesday,0.0,0.0,2.0,2.0314674304984206,MI,41.8960225,-84.0743563,98451.0
948,"Adrian, MI","Adrian, MI",2021-03-31,Wednesday,0.0,0.0,9.0,9.141603437242892,MI,41.8960225,-84.0743563,98451.0
955,"Adrian, MI","Adrian, MI",2021-04-07,Wednesday,0.0,0.0,19.0,19.298940589734997,MI,41.8960225,-84.0743563,98451.0
962,"Adrian, MI","Adrian, MI",2021-04-14,Wednesday,0.0,0.0,18.0,18.283206874485785,MI,41.8960225,-84.0743563,98451.0
969,"Adrian, MI","Adrian, MI",2021-04-21,Wednesday,0.0,0.0,23.0,23.361875450731837,MI,41.8960225,-84.0743563,98451.0
976,"Adrian, MI","Adrian, MI",2021-04-28,Wednesday,0.0,0.0,11.0,11.173070867741313,MI,41.8960225,-84.0743563,98451.0
983,"Adrian, MI","Adrian, MI",2021-05-05,Wednesday,0.0,0.0,12.0,12.188804582990523,MI,41.8960225,-84.0743563,98451.0
990,"Adrian, MI","Adrian, MI",2021-05-12,Wednesday,0.0,0.0,9.0,9.141603437242892,MI,41.8960225,-84.0743563,98451.0
997,"Adrian, MI","Adrian, MI",2021-05-19,Wednesday,0.0,0.0,7.0,7.110136006744472,MI,41.8960225,-84.0743563,98451.0
1004,"Adrian, MI","Adrian, MI",2021-05-26,Wednesday,0.0,0.0,5.0,5.078668576246051,MI,41.8960225,-84.0743563,98451.0
1011,"Adrian, MI","Adrian, MI",2021-06-02,Wednesday,0.0,0.0,5.0,5.078668576246051,MI,41.8960225,-84.0743563,98451.0
1018,"Adrian, MI","Adrian, MI",2021-06-09,Wednesday,33.0,33.51921260322394,3.0,3.0472011457476307,MI,41.8960225,-84.0743563,98451.0
1025,"Adrian, MI","Adrian, MI",2021-06-16,Wednesday,13.0,13.204538298239733,2.0,2.0314674304984206,MI,41.8960225,-84.0743563,98451.0
1032,"Adrian, MI","Adrian, MI",2021-06-23,Wednesday,0.0,0.0,1.0,1.0157337152492103,MI,41.8960225,-84.0743563,98451.0
1039,"Adrian, MI","Adrian, MI",2021-06-30,Wednesday,15.0,15.236005728738155,0.0,0.0,MI,41.8960225,-84.0743563,98451.0
1046,"Adrian, MI","Adrian, MI",2021-07-07,Wednesday,0.0,0.0,4.0,4.062934860996841,MI,41.8960225,-84.0743563,98451.0
1053,"Adrian, MI","Adrian, MI",2021-07-14,Wednesday,0.0,0.0,3.0,3.0472011457476307,MI,41.8960225,-84.0743563,98451.0
1060,"Adrian, MI","Adrian, MI",2021-07-21,Wednesday,12.0,12.188804582990523,2.0,2.0314674304984206,MI,41.8960225,-84.0743563,98451.0
1067,"Adrian, MI","Adrian, MI",2021-07-28,Wednesday,25.0,25.393342881230257,2.0,2.0314674304984206,MI,41.8960225,-84.0743563,98451.0
1074,"Adrian, MI","Adrian, MI",2021-08-04,Wednesday,60.0,60.94402291495262,5.0,5.078668576246051,MI,41.8960225,-84.0743563,98451.0
1079,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-01-06,Wednesday,0.0,0.0,4.0,1.382700344638061,PR,18.3569648,-67.0078951,289289.0
1086,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-01-13,Wednesday,0.0,0.0,3.0,1.0370252584785458,PR,18.3569648,-67.0078951,289289.0
1093,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-01-20,Wednesday,0.0,0.0,5.0,1.728375430797576,PR,18.3569648,-67.0078951,289289.0
1100,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-01-27,Wednesday,0.0,0.0,4.0,1.382700344638061,PR,18.3569648,-67.0078951,289289.0
1107,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-02-03,Wednesday,0.0,0.0,5.0,1.728375430797576,PR,18.3569648,-67.0078951,289289.0
1114,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-02-10,Wednesday,0.0,0.0,14.0,4.839451206233213,PR,18.3569648,-67.0078951,289289.0
1121,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-02-17,Wednesday,0.0,0.0,4.0,1.382700344638061,PR,18.3569648,-67.0078951,289289.0
1128,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-02-24,Wednesday,0.0,0.0,1.0,0.34567508615951525,PR,18.3569648,-67.0078951,289289.0
1135,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-03-03,Wednesday,0.0,0.0,7.0,2.4197256031166066,PR,18.3569648,-67.0078951,289289.0
1142,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-03-10,Wednesday,0.0,0.0,2.0,0.6913501723190305,PR,18.3569648,-67.0078951,289289.0
1149,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-03-17,Wednesday,0.0,0.0,0.0,0.0,PR,18.3569648,-67.0078951,289289.0
1156,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-03-24,Wednesday,0.0,0.0,2.0,0.6913501723190305,PR,18.3569648,-67.0078951,289289.0
1163,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-03-31,Wednesday,0.0,0.0,6.0,2.0740505169570915,PR,18.3569648,-67.0078951,289289.0
1170,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-04-07,Wednesday,0.0,0.0,13.0,4.493776120073698,PR,18.3569648,-67.0078951,289289.0
1177,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-04-14,Wednesday,0.0,0.0,5.0,1.728375430797576,PR,18.3569648,-67.0078951,289289.0
1184,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-04-21,Wednesday,0.0,0.0,11.0,3.8024259477546676,PR,18.3569648,-67.0078951,289289.0
1191,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-04-28,Wednesday,0.0,0.0,19.0,6.567826637030789,PR,18.3569648,-67.0078951,289289.0
1198,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-05-05,Wednesday,0.0,0.0,2.0,0.6913501723190305,PR,18.3569648,-67.0078951,289289.0
1205,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-05-12,Wednesday,0.0,0.0,13.0,4.493776120073698,PR,18.3569648,-67.0078951,289289.0
1212,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-05-19,Wednesday,0.0,0.0,6.0,2.0740505169570915,PR,18.3569648,-67.0078951,289289.0
1219,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-05-26,Wednesday,0.0,0.0,3.0,1.0370252584785458,PR,18.3569648,-67.0078951,289289.0
1226,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-06-02,Wednesday,0.0,0.0,1.0,0.34567508615951525,PR,18.3569648,-67.0078951,289289.0
1233,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-06-09,Wednesday,0.0,0.0,0.0,0.0,PR,18.3569648,-67.0078951,289289.0
1240,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-06-16,Wednesday,0.0,0.0,0.0,0.0,PR,18.3569648,-67.0078951,289289.0
1247,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-06-23,Wednesday,0.0,0.0,0.0,0.0,PR,18.3569648,-67.0078951,289289.0
1254,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-06-30,Wednesday,0.0,0.0,0.0,0.0,PR,18.3569648,-67.0078951,289289.0
1261,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-07-07,Wednesday,0.0,0.0,0.0,0.0,PR,18.3569648,-67.0078951,289289.0
1268,"Aguadilla-Isabela, PR","Aguadilla, PR",2021-07-14,Wednesday,0.0,0.0,0.0,0.0,PR,18.3569648,-67.0078951,289289.0
