,cbsa,cbsa_short,report_date,weekday,Cases_7_day_count_change,cases_100k,admissions_covid_confirmed_last_7_days,admits_100k,state,lat,lon,total_population_2019
26477,"Brunswick, GA","Brunswick, GA",2021-02-03,Wednesday,0.0,0.0,57.0,47.98828075669942,GA,31.3017391,-81.5889087,118779.0
26484,"Brunswick, GA","Brunswick, GA",2021-02-10,Wednesday,0.0,0.0,41.0,34.517886158327656,GA,31.3017391,-81.5889087,118779.0
26491,"Brunswick, GA","Brunswick, GA",2021-02-17,Wednesday,0.0,0.0,33.0,27.78268885914177,GA,31.3017391,-81.5889087,118779.0
26498,"Brunswick, GA","Brunswick, GA",2021-02-24,Wednesday,0.0,0.0,15.0,12.628494935973531,GA,31.3017391,-81.5889087,118779.0
26505,"Brunswick, GA","Brunswick, GA",2021-03-03,Wednesday,0.0,0.0,23.0,19.363692235159416,GA,31.3017391,-81.5889087,118779.0
26512,"Brunswick, GA","Brunswick, GA",2021-03-10,Wednesday,0.0,0.0,27.0,22.731290884752358,GA,31.3017391,-81.5889087,118779.0
26519,"Brunswick, GA","Brunswick, GA",2021-03-17,Wednesday,0.0,0.0,14.0,11.786595273575296,GA,31.3017391,-81.5889087,118779.0
26526,"Brunswick, GA","Brunswick, GA",2021-03-24,Wednesday,0.0,0.0,21.0,17.679892910362945,GA,31.3017391,-81.5889087,118779.0
26533,"Brunswick, GA","Brunswick, GA",2021-03-31,Wednesday,0.0,0.0,14.0,11.786595273575296,GA,31.3017391,-81.5889087,118779.0
26540,"Brunswick, GA","Brunswick, GA",2021-04-07,Wednesday,0.0,0.0,2.0,1.6837993247964709,GA,31.3017391,-81.5889087,118779.0
26547,"Brunswick, GA","Brunswick, GA",2021-04-14,Wednesday,0.0,0.0,13.0,10.94469561117706,GA,31.3017391,-81.5889087,118779.0
26554,"Brunswick, GA","Brunswick, GA",2021-04-21,Wednesday,0.0,0.0,11.0,9.26089628638059,GA,31.3017391,-81.5889087,118779.0
26561,"Brunswick, GA","Brunswick, GA",2021-04-28,Wednesday,0.0,0.0,8.0,6.7351972991858835,GA,31.3017391,-81.5889087,118779.0
26568,"Brunswick, GA","Brunswick, GA",2021-05-05,Wednesday,0.0,0.0,14.0,11.786595273575296,GA,31.3017391,-81.5889087,118779.0
26575,"Brunswick, GA","Brunswick, GA",2021-05-12,Wednesday,0.0,0.0,11.0,9.26089628638059,GA,31.3017391,-81.5889087,118779.0
26582,"Brunswick, GA","Brunswick, GA",2021-05-19,Wednesday,0.0,0.0,9.0,7.577096961584119,GA,31.3017391,-81.5889087,118779.0
26589,"Brunswick, GA","Brunswick, GA",2021-05-26,Wednesday,0.0,0.0,5.0,4.209498311991177,GA,31.3017391,-81.5889087,118779.0
26596,"Brunswick, GA","Brunswick, GA",2021-06-02,Wednesday,0.0,0.0,1.0,0.8418996623982354,GA,31.3017391,-81.5889087,118779.0
26603,"Brunswick, GA","Brunswick, GA",2021-06-09,Wednesday,0.0,0.0,5.0,4.209498311991177,GA,31.3017391,-81.5889087,118779.0
26610,"Brunswick, GA","Brunswick, GA",2021-06-16,Wednesday,0.0,0.0,2.0,1.6837993247964709,GA,31.3017391,-81.5889087,118779.0
26617,"Brunswick, GA","Brunswick, GA",2021-06-23,Wednesday,17.0,14.312294260770003,4.0,3.3675986495929418,GA,31.3017391,-81.5889087,118779.0
26624,"Brunswick, GA","Brunswick, GA",2021-06-30,Wednesday,19.0,15.996093585566474,10.0,8.418996623982354,GA,31.3017391,-81.5889087,118779.0
26631,"Brunswick, GA","Brunswick, GA",2021-07-07,Wednesday,28.0,23.573190547150592,4.0,3.3675986495929418,GA,31.3017391,-81.5889087,118779.0
26638,"Brunswick, GA","Brunswick, GA",2021-07-14,Wednesday,87.0,73.24527062864648,5.0,4.209498311991177,GA,31.3017391,-81.5889087,118779.0
26645,"Brunswick, GA","Brunswick, GA",2021-07-21,Wednesday,102.0,85.87376556462002,14.0,11.786595273575296,GA,31.3017391,-81.5889087,118779.0
26652,"Brunswick, GA","Brunswick, GA",2021-07-28,Wednesday,214.0,180.1665277532224,37.0,31.15028750873471,GA,31.3017391,-81.5889087,118779.0
26659,"Brunswick, GA","Brunswick, GA",2021-08-04,Wednesday,612.0,515.2425933877201,65.0,54.7234780558853,GA,31.3017391,-81.5889087,118779.0
26664,"Bucyrus-Galion, OH","Bucyrus, OH",2021-01-06,Wednesday,0.0,0.0,23.0,55.42970067961633,OH,40.8485244,-82.9247827,41494.0
26671,"Bucyrus-Galion, OH","Bucyrus, OH",2021-01-13,Wednesday,0.0,0.0,48.0,115.67937533137322,OH,40.8485244,-82.9247827,41494.0
26678,"Bucyrus-Galion, OH","Bucyrus, OH",2021-01-20,Wednesday,0.0,0.0,31.0,74.70959656817854,OH,40.8485244,-82.9247827,41494.0
26685,"Bucyrus-Galion, OH","Bucyrus, OH",2021-01-27,Wednesday,0.0,0.0,20.0,48.19973972140551,OH,40.8485244,-82.9247827,41494.0
26692,"Bucyrus-Galion, OH","Bucyrus, OH",2021-02-03,Wednesday,0.0,0.0,4.0,9.6399479442811,OH,40.8485244,-82.9247827,41494.0
26699,"Bucyrus-Galion, OH","Bucyrus, OH",2021-02-10,Wednesday,0.0,0.0,7.0,16.86990890249193,OH,40.8485244,-82.9247827,41494.0
26706,"Bucyrus-Galion, OH","Bucyrus, OH",2021-02-17,Wednesday,0.0,0.0,1.0,2.409986986070275,OH,40.8485244,-82.9247827,41494.0
26713,"Bucyrus-Galion, OH","Bucyrus, OH",2021-02-24,Wednesday,0.0,0.0,7.0,16.86990890249193,OH,40.8485244,-82.9247827,41494.0
26720,"Bucyrus-Galion, OH","Bucyrus, OH",2021-03-03,Wednesday,0.0,0.0,8.0,19.2798958885622,OH,40.8485244,-82.9247827,41494.0
26727,"Bucyrus-Galion, OH","Bucyrus, OH",2021-03-10,Wednesday,0.0,0.0,7.0,16.86990890249193,OH,40.8485244,-82.9247827,41494.0
26734,"Bucyrus-Galion, OH","Bucyrus, OH",2021-03-17,Wednesday,0.0,0.0,2.0,4.81997397214055,OH,40.8485244,-82.9247827,41494.0
26741,"Bucyrus-Galion, OH","Bucyrus, OH",2021-03-24,Wednesday,0.0,0.0,3.0,7.229960958210826,OH,40.8485244,-82.9247827,41494.0
26748,"Bucyrus-Galion, OH","Bucyrus, OH",2021-03-31,Wednesday,0.0,0.0,3.0,7.229960958210826,OH,40.8485244,-82.9247827,41494.0
26755,"Bucyrus-Galion, OH","Bucyrus, OH",2021-04-07,Wednesday,0.0,0.0,5.0,12.049934930351377,OH,40.8485244,-82.9247827,41494.0
26762,"Bucyrus-Galion, OH","Bucyrus, OH",2021-04-14,Wednesday,0.0,0.0,2.0,4.81997397214055,OH,40.8485244,-82.9247827,41494.0
26769,"Bucyrus-Galion, OH","Bucyrus, OH",2021-04-21,Wednesday,0.0,0.0,12.0,28.919843832843306,OH,40.8485244,-82.9247827,41494.0
26776,"Bucyrus-Galion, OH","Bucyrus, OH",2021-04-28,Wednesday,0.0,0.0,14.0,33.73981780498386,OH,40.8485244,-82.9247827,41494.0
26783,"Bucyrus-Galion, OH","Bucyrus, OH",2021-05-05,Wednesday,0.0,0.0,6.0,14.459921916421653,OH,40.8485244,-82.9247827,41494.0
26790,"Bucyrus-Galion, OH","Bucyrus, OH",2021-05-12,Wednesday,0.0,0.0,2.0,4.81997397214055,OH,40.8485244,-82.9247827,41494.0
26797,"Bucyrus-Galion, OH","Bucyrus, OH",2021-05-19,Wednesday,0.0,0.0,1.0,2.409986986070275,OH,40.8485244,-82.9247827,41494.0
26804,"Bucyrus-Galion, OH","Bucyrus, OH",2021-05-26,Wednesday,0.0,0.0,0.0,0.0,OH,40.8485244,-82.9247827,41494.0
26811,"Bucyrus-Galion, OH","Bucyrus, OH",2021-06-02,Wednesday,0.0,0.0,2.0,4.81997397214055,OH,40.8485244,-82.9247827,41494.0
26818,"Bucyrus-Galion, OH","Bucyrus, OH",2021-06-09,Wednesday,0.0,0.0,0.0,0.0,OH,40.8485244,-82.9247827,41494.0
26825,"Bucyrus-Galion, OH","Bucyrus, OH",2021-06-16,Wednesday,13.0,31.329830818913578,1.0,2.409986986070275,OH,40.8485244,-82.9247827,41494.0
26832,"Bucyrus-Galion, OH","Bucyrus, OH",2021-06-23,Wednesday,0.0,0.0,1.0,2.409986986070275,OH,40.8485244,-82.9247827,41494.0
26839,"Bucyrus-Galion, OH","Bucyrus, OH",2021-06-30,Wednesday,14.0,33.73981780498386,1.0,2.409986986070275,OH,40.8485244,-82.9247827,41494.0
26846,"Bucyrus-Galion, OH","Bucyrus, OH",2021-07-07,Wednesday,0.0,0.0,0.0,0.0,OH,40.8485244,-82.9247827,41494.0
26853,"Bucyrus-Galion, OH","Bucyrus, OH",2021-07-14,Wednesday,0.0,0.0,3.0,7.229960958210826,OH,40.8485244,-82.9247827,41494.0
26860,"Bucyrus-Galion, OH","Bucyrus, OH",2021-07-21,Wednesday,16.0,38.5597917771244,1.0,2.409986986070275,OH,40.8485244,-82.9247827,41494.0
26867,"Bucyrus-Galion, OH","Bucyrus, OH",2021-07-28,Wednesday,24.0,57.83968766568661,3.0,7.229960958210826,OH,40.8485244,-82.9247827,41494.0
26874,"Bucyrus-Galion, OH","Bucyrus, OH",2021-08-04,Wednesday,38.0,91.57950547067047,2.0,4.81997397214055,OH,40.8485244,-82.9247827,41494.0
26879,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-01-06,Wednesday,0.0,0.0,926.0,82.09343580532685,NY,43.0443711,-78.7773351,1127983.0
26886,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-01-13,Wednesday,0.0,0.0,750.0,66.49036377321289,NY,43.0443711,-78.7773351,1127983.0
26893,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-01-20,Wednesday,0.0,0.0,348.0,30.851528790770782,NY,43.0443711,-78.7773351,1127983.0
26900,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-01-27,Wednesday,0.0,0.0,267.0,23.67056950326379,NY,43.0443711,-78.7773351,1127983.0
26907,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-02-03,Wednesday,0.0,0.0,256.0,22.695377501256665,NY,43.0443711,-78.7773351,1127983.0
26914,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-02-10,Wednesday,0.0,0.0,211.0,18.705955674863894,NY,43.0443711,-78.7773351,1127983.0
26921,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-02-17,Wednesday,0.0,0.0,171.0,15.15980294029254,NY,43.0443711,-78.7773351,1127983.0
26928,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-02-24,Wednesday,0.0,0.0,146.0,12.943457481185442,NY,43.0443711,-78.7773351,1127983.0
26935,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-03-03,Wednesday,0.0,0.0,106.0,9.397304746614088,NY,43.0443711,-78.7773351,1127983.0
26942,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-03-10,Wednesday,0.0,0.0,118.0,10.461150566985495,NY,43.0443711,-78.7773351,1127983.0
26949,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-03-17,Wednesday,0.0,0.0,124.0,10.993073477171198,NY,43.0443711,-78.7773351,1127983.0
26956,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-03-24,Wednesday,0.0,0.0,130.0,11.524996387356902,NY,43.0443711,-78.7773351,1127983.0
26963,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-03-31,Wednesday,0.0,0.0,173.0,15.337110577021107,NY,43.0443711,-78.7773351,1127983.0
26970,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-04-07,Wednesday,0.0,0.0,216.0,19.14922476668531,NY,43.0443711,-78.7773351,1127983.0
26977,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-04-14,Wednesday,0.0,0.0,256.0,22.695377501256665,NY,43.0443711,-78.7773351,1127983.0
26984,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-04-21,Wednesday,0.0,0.0,265.0,23.49326186653522,NY,43.0443711,-78.7773351,1127983.0
26991,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-04-28,Wednesday,0.0,0.0,207.0,18.35134040140676,NY,43.0443711,-78.7773351,1127983.0
26998,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-05-05,Wednesday,0.0,0.0,166.0,14.71653384847112,NY,43.0443711,-78.7773351,1127983.0
27005,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-05-12,Wednesday,0.0,0.0,115.0,10.195189111892644,NY,43.0443711,-78.7773351,1127983.0
27012,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-05-19,Wednesday,0.0,0.0,88.0,7.801536016056979,NY,43.0443711,-78.7773351,1127983.0
27019,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-05-26,Wednesday,0.0,0.0,70.0,6.20576728549987,NY,43.0443711,-78.7773351,1127983.0
27026,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-06-02,Wednesday,0.0,0.0,49.0,4.344037099849909,NY,43.0443711,-78.7773351,1127983.0
27033,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-06-09,Wednesday,224.0,19.858455313599585,25.0,2.2163454591070963,NY,43.0443711,-78.7773351,1127983.0
27040,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-06-16,Wednesday,122.0,10.81576584044263,27.0,2.393653095835664,NY,43.0443711,-78.7773351,1127983.0
27047,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-06-23,Wednesday,57.0,5.05326764676418,6.0,0.5319229101857031,NY,43.0443711,-78.7773351,1127983.0
27054,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-06-30,Wednesday,46.0,4.078075644757058,18.0,1.5957687305571093,NY,43.0443711,-78.7773351,1127983.0
27061,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-07-07,Wednesday,85.0,7.535574560964128,17.0,1.5071149121928256,NY,43.0443711,-78.7773351,1127983.0
27068,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-07-14,Wednesday,92.0,8.156151289514115,9.0,0.7978843652785547,NY,43.0443711,-78.7773351,1127983.0
27075,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-07-21,Wednesday,211.0,18.705955674863894,28.0,2.482306914199948,NY,43.0443711,-78.7773351,1127983.0
27082,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-07-28,Wednesday,366.0,32.44729752132789,56.0,4.964613828399896,NY,43.0443711,-78.7773351,1127983.0
27089,"Buffalo-Cheektowaga, NY","Buffalo, NY",2021-08-04,Wednesday,688.0,60.993827034627294,58.0,5.141921465128464,NY,43.0443711,-78.7773351,1127983.0
27094,"Burley, ID","Burley, ID",2021-01-06,Wednesday,0.0,0.0,9.0,19.9693802835652,ID,42.3691987,-113.6424237,45069.0
27101,"Burley, ID","Burley, ID",2021-01-13,Wednesday,0.0,0.0,8.0,17.750560252057955,ID,42.3691987,-113.6424237,45069.0
27108,"Burley, ID","Burley, ID",2021-01-20,Wednesday,0.0,0.0,3.0,6.656460094521734,ID,42.3691987,-113.6424237,45069.0
27115,"Burley, ID","Burley, ID",2021-01-27,Wednesday,0.0,0.0,14.0,31.063480441101422,ID,42.3691987,-113.6424237,45069.0
27122,"Burley, ID","Burley, ID",2021-02-03,Wednesday,0.0,0.0,3.0,6.656460094521734,ID,42.3691987,-113.6424237,45069.0
27129,"Burley, ID","Burley, ID",2021-02-10,Wednesday,0.0,0.0,5.0,11.094100157536223,ID,42.3691987,-113.6424237,45069.0
27136,"Burley, ID","Burley, ID",2021-02-17,Wednesday,0.0,0.0,1.0,2.2188200315072444,ID,42.3691987,-113.6424237,45069.0
27143,"Burley, ID","Burley, ID",2021-02-24,Wednesday,0.0,0.0,3.0,6.656460094521734,ID,42.3691987,-113.6424237,45069.0
27150,"Burley, ID","Burley, ID",2021-03-03,Wednesday,0.0,0.0,1.0,2.2188200315072444,ID,42.3691987,-113.6424237,45069.0
27157,"Burley, ID","Burley, ID",2021-03-10,Wednesday,0.0,0.0,1.0,2.2188200315072444,ID,42.3691987,-113.6424237,45069.0
27164,"Burley, ID","Burley, ID",2021-03-17,Wednesday,0.0,0.0,1.0,2.2188200315072444,ID,42.3691987,-113.6424237,45069.0
27171,"Burley, ID","Burley, ID",2021-03-24,Wednesday,0.0,0.0,0.0,0.0,ID,42.3691987,-113.6424237,45069.0
27178,"Burley, ID","Burley, ID",2021-03-31,Wednesday,0.0,0.0,3.0,6.656460094521734,ID,42.3691987,-113.6424237,45069.0
27185,"Burley, ID","Burley, ID",2021-04-07,Wednesday,0.0,0.0,3.0,6.656460094521734,ID,42.3691987,-113.6424237,45069.0
27192,"Burley, ID","Burley, ID",2021-04-14,Wednesday,0.0,0.0,2.0,4.437640063014489,ID,42.3691987,-113.6424237,45069.0
27199,"Burley, ID","Burley, ID",2021-04-21,Wednesday,0.0,0.0,1.0,2.2188200315072444,ID,42.3691987,-113.6424237,45069.0
27206,"Burley, ID","Burley, ID",2021-04-28,Wednesday,0.0,0.0,3.0,6.656460094521734,ID,42.3691987,-113.6424237,45069.0
27213,"Burley, ID","Burley, ID",2021-05-05,Wednesday,0.0,0.0,5.0,11.094100157536223,ID,42.3691987,-113.6424237,45069.0
27220,"Burley, ID","Burley, ID",2021-05-12,Wednesday,0.0,0.0,1.0,2.2188200315072444,ID,42.3691987,-113.6424237,45069.0
27227,"Burley, ID","Burley, ID",2021-05-19,Wednesday,0.0,0.0,0.0,0.0,ID,42.3691987,-113.6424237,45069.0
27234,"Burley, ID","Burley, ID",2021-05-26,Wednesday,0.0,0.0,0.0,0.0,ID,42.3691987,-113.6424237,45069.0
27241,"Burley, ID","Burley, ID",2021-06-02,Wednesday,0.0,0.0,1.0,2.2188200315072444,ID,42.3691987,-113.6424237,45069.0
27248,"Burley, ID","Burley, ID",2021-06-09,Wednesday,0.0,0.0,2.0,4.437640063014489,ID,42.3691987,-113.6424237,45069.0
27255,"Burley, ID","Burley, ID",2021-06-16,Wednesday,0.0,0.0,5.0,11.094100157536223,ID,42.3691987,-113.6424237,45069.0
27262,"Burley, ID","Burley, ID",2021-06-23,Wednesday,0.0,0.0,0.0,0.0,ID,42.3691987,-113.6424237,45069.0
27269,"Burley, ID","Burley, ID",2021-06-30,Wednesday,0.0,0.0,3.0,6.656460094521734,ID,42.3691987,-113.6424237,45069.0
27276,"Burley, ID","Burley, ID",2021-07-07,Wednesday,0.0,0.0,0.0,0.0,ID,42.3691987,-113.6424237,45069.0
27283,"Burley, ID","Burley, ID",2021-07-14,Wednesday,0.0,0.0,4.0,8.875280126028978,ID,42.3691987,-113.6424237,45069.0
27290,"Burley, ID","Burley, ID",2021-07-21,Wednesday,11.0,24.40702034657969,4.0,8.875280126028978,ID,42.3691987,-113.6424237,45069.0
27297,"Burley, ID","Burley, ID",2021-07-28,Wednesday,46.0,102.06572144933325,2.0,4.437640063014489,ID,42.3691987,-113.6424237,45069.0
27304,"Burley, ID","Burley, ID",2021-08-04,Wednesday,34.0,75.43988107124632,5.0,11.094100157536223,ID,42.3691987,-113.6424237,45069.0
27309,"Burlington, IA-IL","Burlington, IA",2021-01-06,Wednesday,0.0,0.0,11.0,24.115931861530704,IA,40.8638225,-91.0699761,45613.0
27316,"Burlington, IA-IL","Burlington, IA",2021-01-13,Wednesday,0.0,0.0,12.0,26.308289303488042,IA,40.8638225,-91.0699761,45613.0
27323,"Burlington, IA-IL","Burlington, IA",2021-01-20,Wednesday,0.0,0.0,5.0,10.961787209786683,IA,40.8638225,-91.0699761,45613.0
27330,"Burlington, IA-IL","Burlington, IA",2021-01-27,Wednesday,0.0,0.0,8.0,17.538859535658695,IA,40.8638225,-91.0699761,45613.0
27337,"Burlington, IA-IL","Burlington, IA",2021-02-03,Wednesday,0.0,0.0,2.0,4.384714883914674,IA,40.8638225,-91.0699761,45613.0
27344,"Burlington, IA-IL","Burlington, IA",2021-02-10,Wednesday,0.0,0.0,4.0,8.769429767829347,IA,40.8638225,-91.0699761,45613.0
27351,"Burlington, IA-IL","Burlington, IA",2021-02-17,Wednesday,0.0,0.0,7.0,15.346502093701357,IA,40.8638225,-91.0699761,45613.0
27358,"Burlington, IA-IL","Burlington, IA",2021-02-24,Wednesday,0.0,0.0,5.0,10.961787209786683,IA,40.8638225,-91.0699761,45613.0
27365,"Burlington, IA-IL","Burlington, IA",2021-03-03,Wednesday,0.0,0.0,4.0,8.769429767829347,IA,40.8638225,-91.0699761,45613.0
27372,"Burlington, IA-IL","Burlington, IA",2021-03-10,Wednesday,0.0,0.0,2.0,4.384714883914674,IA,40.8638225,-91.0699761,45613.0
27379,"Burlington, IA-IL","Burlington, IA",2021-03-17,Wednesday,0.0,0.0,1.0,2.192357441957337,IA,40.8638225,-91.0699761,45613.0
27386,"Burlington, IA-IL","Burlington, IA",2021-03-24,Wednesday,0.0,0.0,1.0,2.192357441957337,IA,40.8638225,-91.0699761,45613.0
27393,"Burlington, IA-IL","Burlington, IA",2021-03-31,Wednesday,0.0,0.0,5.0,10.961787209786683,IA,40.8638225,-91.0699761,45613.0
27400,"Burlington, IA-IL","Burlington, IA",2021-04-07,Wednesday,0.0,0.0,5.0,10.961787209786683,IA,40.8638225,-91.0699761,45613.0
27407,"Burlington, IA-IL","Burlington, IA",2021-04-14,Wednesday,0.0,0.0,6.0,13.154144651744021,IA,40.8638225,-91.0699761,45613.0
27414,"Burlington, IA-IL","Burlington, IA",2021-04-21,Wednesday,0.0,0.0,6.0,13.154144651744021,IA,40.8638225,-91.0699761,45613.0
27421,"Burlington, IA-IL","Burlington, IA",2021-04-28,Wednesday,0.0,0.0,5.0,10.961787209786683,IA,40.8638225,-91.0699761,45613.0
27428,"Burlington, IA-IL","Burlington, IA",2021-05-05,Wednesday,0.0,0.0,7.0,15.346502093701357,IA,40.8638225,-91.0699761,45613.0
27435,"Burlington, IA-IL","Burlington, IA",2021-05-12,Wednesday,0.0,0.0,2.0,4.384714883914674,IA,40.8638225,-91.0699761,45613.0
27442,"Burlington, IA-IL","Burlington, IA",2021-05-19,Wednesday,0.0,0.0,6.0,13.154144651744021,IA,40.8638225,-91.0699761,45613.0
27449,"Burlington, IA-IL","Burlington, IA",2021-05-26,Wednesday,0.0,0.0,9.0,19.731216977616032,IA,40.8638225,-91.0699761,45613.0
27456,"Burlington, IA-IL","Burlington, IA",2021-06-02,Wednesday,0.0,0.0,4.0,8.769429767829347,IA,40.8638225,-91.0699761,45613.0
27463,"Burlington, IA-IL","Burlington, IA",2021-06-09,Wednesday,18.0,39.462433955232065,5.0,10.961787209786683,IA,40.8638225,-91.0699761,45613.0
27470,"Burlington, IA-IL","Burlington, IA",2021-06-16,Wednesday,0.0,0.0,5.0,10.961787209786683,IA,40.8638225,-91.0699761,45613.0
27477,"Burlington, IA-IL","Burlington, IA",2021-06-23,Wednesday,0.0,0.0,2.0,4.384714883914674,IA,40.8638225,-91.0699761,45613.0
27484,"Burlington, IA-IL","Burlington, IA",2021-06-30,Wednesday,11.0,24.115931861530704,5.0,10.961787209786683,IA,40.8638225,-91.0699761,45613.0
27491,"Burlington, IA-IL","Burlington, IA",2021-07-07,Wednesday,17.0,37.270076513274724,2.0,4.384714883914674,IA,40.8638225,-91.0699761,45613.0
27498,"Burlington, IA-IL","Burlington, IA",2021-07-14,Wednesday,15.0,32.885361629360055,5.0,10.961787209786683,IA,40.8638225,-91.0699761,45613.0
27505,"Burlington, IA-IL","Burlington, IA",2021-07-21,Wednesday,27.0,59.193650932848094,9.0,19.731216977616032,IA,40.8638225,-91.0699761,45613.0
27512,"Burlington, IA-IL","Burlington, IA",2021-07-28,Wednesday,36.0,78.92486791046413,6.0,13.154144651744021,IA,40.8638225,-91.0699761,45613.0
27519,"Burlington, IA-IL","Burlington, IA",2021-08-04,Wednesday,35.0,76.73251046850679,11.0,24.115931861530704,IA,40.8638225,-91.0699761,45613.0
27524,"Burlington, NC","Burlington, NC",2021-01-06,Wednesday,0.0,0.0,43.0,25.367384622645407,NC,36.0439535,-79.4005733,169509.0
27531,"Burlington, NC","Burlington, NC",2021-01-13,Wednesday,0.0,0.0,38.0,22.41768873629129,NC,36.0439535,-79.4005733,169509.0
27538,"Burlington, NC","Burlington, NC",2021-01-20,Wednesday,0.0,0.0,43.0,25.367384622645407,NC,36.0439535,-79.4005733,169509.0
27545,"Burlington, NC","Burlington, NC",2021-01-27,Wednesday,0.0,0.0,57.0,33.62653310443693,NC,36.0439535,-79.4005733,169509.0
27552,"Burlington, NC","Burlington, NC",2021-02-03,Wednesday,0.0,0.0,51.0,30.08689804081199,NC,36.0439535,-79.4005733,169509.0
27559,"Burlington, NC","Burlington, NC",2021-02-10,Wednesday,0.0,0.0,35.0,20.647871204478818,NC,36.0439535,-79.4005733,169509.0
27566,"Burlington, NC","Burlington, NC",2021-02-17,Wednesday,0.0,0.0,26.0,15.338418609041408,NC,36.0439535,-79.4005733,169509.0
27573,"Burlington, NC","Burlington, NC",2021-02-24,Wednesday,0.0,0.0,16.0,9.439026836333174,NC,36.0439535,-79.4005733,169509.0
27580,"Burlington, NC","Burlington, NC",2021-03-03,Wednesday,0.0,0.0,28.0,16.518296963583055,NC,36.0439535,-79.4005733,169509.0
27587,"Burlington, NC","Burlington, NC",2021-03-10,Wednesday,0.0,0.0,22.0,12.978661899958114,NC,36.0439535,-79.4005733,169509.0
27594,"Burlington, NC","Burlington, NC",2021-03-17,Wednesday,0.0,0.0,26.0,15.338418609041408,NC,36.0439535,-79.4005733,169509.0
27601,"Burlington, NC","Burlington, NC",2021-03-24,Wednesday,0.0,0.0,26.0,15.338418609041408,NC,36.0439535,-79.4005733,169509.0
27608,"Burlington, NC","Burlington, NC",2021-03-31,Wednesday,0.0,0.0,25.0,14.748479431770585,NC,36.0439535,-79.4005733,169509.0
27615,"Burlington, NC","Burlington, NC",2021-04-07,Wednesday,0.0,0.0,29.0,17.10823614085388,NC,36.0439535,-79.4005733,169509.0
27622,"Burlington, NC","Burlington, NC",2021-04-14,Wednesday,0.0,0.0,20.0,11.798783545416468,NC,36.0439535,-79.4005733,169509.0
27629,"Burlington, NC","Burlington, NC",2021-04-21,Wednesday,0.0,0.0,17.0,10.028966013603997,NC,36.0439535,-79.4005733,169509.0
27636,"Burlington, NC","Burlington, NC",2021-04-28,Wednesday,0.0,0.0,18.0,10.618905190874822,NC,36.0439535,-79.4005733,169509.0
27643,"Burlington, NC","Burlington, NC",2021-05-05,Wednesday,0.0,0.0,17.0,10.028966013603997,NC,36.0439535,-79.4005733,169509.0
27650,"Burlington, NC","Burlington, NC",2021-05-12,Wednesday,0.0,0.0,21.0,12.388722722687291,NC,36.0439535,-79.4005733,169509.0
27657,"Burlington, NC","Burlington, NC",2021-05-19,Wednesday,0.0,0.0,16.0,9.439026836333174,NC,36.0439535,-79.4005733,169509.0
27664,"Burlington, NC","Burlington, NC",2021-05-26,Wednesday,0.0,0.0,1.0,0.5899391772708233,NC,36.0439535,-79.4005733,169509.0
27671,"Burlington, NC","Burlington, NC",2021-06-02,Wednesday,0.0,0.0,0.0,0.0,NC,36.0439535,-79.4005733,169509.0
27678,"Burlington, NC","Burlington, NC",2021-06-09,Wednesday,156.0,92.03051165424844,0.0,0.0,NC,36.0439535,-79.4005733,169509.0
27685,"Burlington, NC","Burlington, NC",2021-06-16,Wednesday,50.0,29.49695886354117,1.0,0.5899391772708233,NC,36.0439535,-79.4005733,169509.0
27692,"Burlington, NC","Burlington, NC",2021-06-23,Wednesday,57.0,33.62653310443693,0.0,0.0,NC,36.0439535,-79.4005733,169509.0
27699,"Burlington, NC","Burlington, NC",2021-06-30,Wednesday,35.0,20.647871204478818,0.0,0.0,NC,36.0439535,-79.4005733,169509.0
